Schaffhouse;Merishausen;Merishauser, Merishauserinnen
Jura;Mervelier;Gravalons, Gravalonnes
Vaud;Mex;Mexanais, Mexanaises
Valais;Mex;Mélères
Genève;Meyrin;Meyrinois, Meyrinoises
Vaud;Mézières;Méziérois, Méziéroises
Valais;Miège;Miégeois, Miégeoises
Vaud;Mies;Myarolands, Myarolandes
Vaud;Missy;Missiriens, Missiriennes
Glaris;Mitlödi;Mitlöder, Mitlöderinnen
Vaud;Mollens;Mollensards, Mollensardes
Valais;Mollens;Mollensards, Mollensardes
Glaris;Mollis;Molliser, Molliserinnen
Vaud;Molondin;Molondinois, Molondinoises
Vaud;Monnaz;Monnassiens, Monnassiennes
Vaud;Mont-sur-Rolle;Montois, Montoises
Neuchâtel;Montalchez;Feratchîvras
Valais;Montana;Montanais, Montanaises
Tessin;Monte Carasso;Montecarassesi
Vaud;Montherod;Montherolis
Valais;Monthey;Montheysans, Montheysannes
Neuchâtel;Montmollin;Baveux
Vaud;Montreux;Montreusiens, Montreusiennes
Vaud;Montricher;Montélets
Fribourg;Morat;Moratois, Moratoises
Tessin;Morbio Inferiore;Morbiesi
Vaud;Morges;Morgiens, Morgiennes
Fribourg;Morlon;Morlonais, Morlonaises
Vaud;Morrens;Morrennais, Morrennaises
Schwytz;Morschach;Morschacher, Morschacherinnen
Neuchâtel;Môtiers;Môtisans, Môtisanes
Vaud;Moudon;Moudonnois, Moudonnoises
Berne;Moutier;Prévôtois, Prévôtoises
Jura;Movelier;Mulets
Glaris;Mühlehorn;Mühlehorner, Mühlehornerinnen
Schwytz;Muotathal;Muotathaler, Muotathalerinnen
Vaud;Mur;Murois, Muroises
Fribourg;Murist;Muristois, Muristoises
Glaris;Näfels;Näfeler, Näfelerinnen
Valais;Nax;Naxards, Naxardes
Valais;Nendaz;Nendards, Nendettes
Glaris;Netstal;Netstaler, Netstalerinnen
Neuchâtel;Neuchâtel;Neuchâtelois, Neuchâteloises
Schaffhouse;Neuhausen am Rheinfall;Neuhauser, Neuhauserinnen
Zoug;Neuheim;Neuheimer, Neuheimerinnen
Schaffhouse;Neunkirch;Neunkircher, Neunkircherinnen
Fribourg;Neyruz;Neyruziens, Neyruziennes
Berne;Nidau;Nidowiens, Nidowiennes
Glaris;Niederurnen;Niederurner, Niederurnerinnen
Berne;Nods;Niola
Neuchâtel;Noiraigue;Néraouis, Néraouies
Fribourg;Noréaz;Noréaziens, Noréaziennes
Tessin;Novazzano;Novazzanesi
Vaud;Noville;Novillois, Novilloises
Vaud;Nyon;Nyonnais, Nyonnaises
Zoug;Oberägeri;Oberägerer, Oberägerinnen
Nidwald;Oberdorf;Oberdorfer, Oberdorferinnen
Appenzell Rhodes-Intérieures;Oberegg;Oberegger, Obereggerinnen
Schaffhouse;Oberhallau;Oberhallauer, Oberhallauerinnen
Schwytz;Oberiberg;Oberiberger, Oberibergerinnen
Fribourg;Oberschrot;Oberschroter, Oberschroterinnen
Glaris;Oberurnen;Oberurner, Oberurnerinnen
Berne;Oberwil im Simmental;Oberwiler, Oberwilerinnen
Glaris;Obstalden;Obstalder, Obstalderinnen
Soleure;Oensingen;Oensinger, Oensingerinnen
Vaud;Oleyres;Oleyrois, Oleyroises
Vaud;Ollon;Boyards, Boyardes
Soleure;Olten;Oltener, Oltenerinnen
Genève;Onex;Onésiens, Onésiennes
Vaud;Onnens;Les Baveux
Vaud;Orbe;Urbigènes
Vaud;Orges;Orgelais, Orgelaises
Tessin;Origlio;Origlesi
Vaud;Ormont-Dessous;Ormonans, Ormonanches
Vaud;Ormont-Dessus;Ormonans, Ormonanches
Vaud;Orny;Orniérans, Orniéranes
Vaud;Oron-la-Ville;Oronais, Oronaises
Valais;Orsières;Orsiérains, Orsiéraines
Berne;Orvin;Orvinnois, Orvinnoises
Tessin;Osco;Oschesi
Vaud;Oulens-sous-Echallens;Oulanais, Oulanaises
Vaud;Oulens-sur-Lucens;Oulennais, Oulennaises
Vaud;Palézieux;Paléziens, Paléziennes
Vaud;Pampigny;Pampignolais, Pampignolaises
Vaud;Paudex;Paudéziens, Paudéziennes
Vaud;Payerne;Payernois, Payernoises
Vaud;Penthalaz;Cancaniers, Cancanières
Genève;Perly-Certoux;Perly-Certousiens, Perly-Certousiennes
Berne;Perrefitte;Beutchins, Beutchines
Vaud;Perroy;Perrolans, Perrolanes
Tessin;Personico;Personichesi
Neuchâtel;Peseux;Subiéreux, Subiéreuses
Vaud;Peyres-Possens;Possensois, Possensoises
Tessin;Pianezzo;Pianezzesi
Vaud;Pizy;Pizolans, Pizolanes
Berne;Plagne;Plagnards, Plagnardes
Genève;Plan-les-Ouates;Plan-les-Ouatiens, Plan-les-Ouatiennes
Jura;Pleigne;Geais
Vaud;Poliez-Pittet;Croqua-Blyessons
Vaud;Pompaples;Pompaplois, Pompaploises
Vaud;Pomy;Pomérans, Poméranes
Jura;Porrentruy;Bruntrutains, Bruntrutaines
Vaud;Prangins;Pranginois, Pranginoises
Genève;Pregny-Chambésy;Pregnotes et Chambésiens, Pregnotes et Chambésiennes
Vaud;Premier;Promiolians, Promiolianes
Genève;Presinge;Presingeois, Presingeoises
Vaud;Préverenges;Préverengeois, Préverengeoises
Fribourg;Prez-vers-Noréaz;Grelets, Grelettes
Vaud;Prilly;Prilliérans, Prilliéranes
Vaud;Provence;Provençois, Provençoises
Vaud;Pully;Pulliérans, Pulliéranes
Genève;Puplinge;Puplingeois, Puplingeoises
Schaffhouse;Ramsen;Ramsener, Ramserinnen
Vaud;Rances;Ransignolets, Ransignolettes
Valais;Randogne;Randognards, Randognardes
Uri;Realp;Realper, Realperinnen
Berne;Reconvilier;Reconvilierains, Reconvilieraines
Appenzell Rhodes-Extérieures;Rehetobel;Rehetobeler, Rehetobelerinnen
Schwytz;Reichenburg;Reichenburger, Reichenburgerinnen
Fribourg;Remaufens;Remaufensois, Remaufensoises
Vaud;Renens;Renanais, Renanaises
Appenzell Rhodes-Extérieures;Reute;Reuter, Reuterinnen
Vaud;Reverolle;Lè Rebedoli
Fribourg;Riaz;Riazois, Riazoises
Valais;Riddes;Riddans, Riddannes
Glaris;Riedern;Riederner, Riedernerinnen
Bâle-Ville;Riehen;Riehener, Riehenerinnen
Schwytz;Riemenstalden;Riemenstaldener, Riemenstaldenerinnen
Zoug;Risch-Rotkreuz;Rischer-Rotkreuzer, Rischerinnen-Rotkreuzerinnen
Tessin;Riva San Vitale;Rivensi
Vaud;Roche;Rotzérans, Rotzéranes
Neuchâtel;Rochefort;Rochefortois, Rochefortoises
Jura;Rocourt;Gravallons
Vaud;Rolle;Rollois, Rolloises
Vaud;Romainmôtier-Envy;Romainmonastériens, Romainmonastériennes
Vaud;Romanel-sur-Morges;Romanichels, Romanichelles
Fribourg;Romont;Romontois, Romontoises
Berne;Romont;Rominats, Rominates
Lucerne;Romoos;Romooser, Romooserinnen
Vaud;Rossenges;Rossengeois, Rossengeoises
Vaud;Rossinière;Pétolets
Schwytz;Rothenthurm;Rothenthurmer, Rothenthurmerinnen
Vaud;Rougemont;Rodzemounais, Rodzemounaises
Schaffhouse;Rüdlingen;Rüdlingener, Rüdlingerinnen
Fribourg;Rue;Rotavilliens, Rotavilliennes
Vaud;Rueyres;Rueyriens, Rueyriennes
Genève;Russin;Russinois, Russinoises
Fribourg;Russy;Russicains, Russicaines
Glaris;Rüti;Rüter, Rüterinnen
Valais;Saas-Almagell;Saas-Almageller, Saas-Almagellerinnen
Jura;Saignelégier;Loitchous
Valais;Saillon;Saillonains, Saillonintzes
Fribourg;Saint-Aubin;Saint-Aubinois, Saint-Aubinoises
Neuchâtel;Saint-Blaise;Saint-Blaisois, Saint-Blaisoises
Vaud;Saint-Cergue;Saint-Cerguois, Saint-Cerguoises
Vaud;Saint-Cierges;Saint-Ciergeois, Saint-Ciergeoises
Saint-Gall;Saint-Gall;Saint-Gallois, Saint-Galloises
Vaud;Saint-George;Saint-Georgeais, Saint-Georgeaises
Berne;Saint-Imier;Imériens, Imériennes
Vaud;Saint-Légier-La Chiésaz;Saint-Légerins, Saint-Légerines
Valais;Saint-Léonard;Léonardins, Léonardines
Vaud;Saint-Livres;Saint-Levris
Valais;Saint-Luc;Lucquerands, Lucquerandes
Valais;Saint-Maurice;Agaunois, Agaunoises
Vaud;Saint-Prex;Saint-Preyards, Saint-Preyardes
Vaud;Saint-Saphorin;Saint-Saphoriens, Saint-Saphoriennes
Vaud;Saint-Saphorin-sur-Morges;Saint-Saphoriens, Saint-Saphoriennes
Vaud;Saint-Sulpice;Serpelious, Serpeliouses
Neuchâtel;Saint-Sulpice;Saint-Sulpisans, Saint-Sulpisanes
Vaud;Sainte-Croix;Sainte-Crix
Fribourg;Sâles;Sâlois, Sâloises
Valais;Salquenen;Salquenards, Salquenardes
Valais;Salvan;Salvanains, Salvanintzes
Grisons;Samedan;Samedaner, Samedanerinnen
Tessin;SantAntonino;Santantoninesi
Saint-Gall;Sargans;Sarganser, Sarganserinnen
Obwald;Sarnen;Sarner, Sarnerinnen
Vaud;Sassel;Sassoyards, Sassoyardes
Genève;Satigny;Satignotes
Schwytz;Sattel;Satteler, Sattelerinnen
Vaud;Saubraz;Saubrians, Saubrianes
Neuchâtel;Savagnier;Sylvagniens, Sylvagniennes
Valais;Savièse;Saviésans, Saviésannes
Vaud;Savigny;Savignolans, Savignolanes
Grisons;Savognin;Savogniner, Savogninerinnen
Valais;Saxon;Saxonains, Saxonintzes
Schaffhouse;Schaffhouse;Schaffhousois, Schaffhousoises
Berne;Schangnau;Schangnauer, Schangnauerinnen
Uri;Schattdorf;Schattdorfer, Schattdorferinnen
Appenzell Rhodes-Intérieures;Schlatt-Haslen;Schlatter-Haslener, Schlatterinnen-Haslerinnen
Schaffhouse;Schleitheim;Schleitheimer, Schleitheimerinnen
Appenzell Rhodes-Extérieures;Schönengrund;Schönengrunder, Schönengrunderinnen
Schwytz;Schübelbach;Schübelbacher, Schübelbacherinnen
Lucerne;Schüpfheim;Schüpfheimer, Schüpfheimerinnen
Glaris;Schwanden;Schwander, Schwanderinnen
Glaris;Schwändi;Schwänder, Schwänderinnen
Appenzell Rhodes-Extérieures;Schwellbrunn;Schwellbrunner, Schwellbrunnerinnen
Appenzell Rhodes-Intérieures;Schwende;Schwendener, Schwenderinnen
Schwytz;Schwytz;Schwytzois, Schwytzoises
Uri;Seedorf;Seedorfer, Seedorferinnen
Uri;Seelisberg;Seelisberger, Seelisbergerinnen
Valais;Sembrancher;Sembranchards, Sembranchardes
Tessin;Sementina;Sementinesi
Fribourg;Semsales;Semsalois, Semsaloises
Vaud;Senarclens;Hérissons
Vaud;Servion;Servionnais, Servionnaises
Valais;Sierre;Sierrois, Sierroises
Vaud;Signy-Avenex;Signérans, Signéranes
Berne;Sigriswil;Sigriswiler, Sigriswilerinnen
Uri;Silenen;Silener, Silenerinnen
Valais;Sion;Sédunois, Sédunoises
Uri;Sisikon;Sisikoner, Sisikonerinnen
Soleure;Soleure;Soleurois, Soleuroises
Glaris;Sool;Sooler, Soolerinnen
Genève;Soral;Soraliens, Soraliennes
Fribourg;Sorens;Sorensois, Sorensoises
Vaud;Sottens;Sottenois, Sottenoises
Appenzell Rhodes-Extérieures;Speicher;Speicherer, Speicherinnen
Uri;Spiringen;Spiringer, Spiringerinnen
Nidwald;Stansstad;Stansstader, Stansstaderinnen
Appenzell Rhodes-Extérieures;Stein;Steiner, Steinerinnen
Schaffhouse;Stein am Rhein;Steiner, Steinerinnen
Schwytz;Steinen;Steiner, Steinerinnen
Schwytz;Steinerberg;Steinerberger, Steinerbergerinnen
Zoug;Steinhausen;Steinhauser, Steinhauserinnen
Vaud;Suchy;Sécherons, Sécheronnes
Vaud;Sullens;Sullanais, Sullanaises
Vaud;Syens;Syensois, Syensoises
Vaud;Tannay;Tannayrolis, Tannayrolies
Grisons;Tarasp;Tarasper, Tarasperinnen
Grisons;Tartar;Tartarnois, Tartarnoises
Vaud;Tartegnin;Tartevinois, Tartevinoises
Berne;Tavannes;Tavannois, Tavannoises
Appenzell Rhodes-Extérieures;Teufen;Teufener, Teufenerinnen
Vaud;Thierrens;Thierranais, Thierranaises
Genève;Thônex;Thônesiens, Thônesiennes
Berne;Thoune;Thounois, Thounoises
Vaud;Tolochenaz;Tolochinois, Tolochinoises
Berne;Tramelan;Tramelots, Tramelotes
Neuchâtel;Travers;Traversins, Traversines
Vaud;Trélex;Trélésiens, Trélésiennes
Vaud;Treycovagnes;Covagnards, Covagnardes
Vaud;Treytorrens;Treytorranais, Treytorranaises
Fribourg;Treyvaux;Treyvaliens, Treyvaliennes
Valais;Trient;Triennards, Triennardes
Appenzell Rhodes-Extérieures;Trogen;Trogner, Trognerinnen
Genève;Troinex;Troinesiens, Troinesiennes
Valais;Troistorrents;Chorgues
Schwytz;Tuggen;Tuggener, Tuggenerinnen
Zoug;Unterägeri;Unterägerer, Unterägerinnen
Schwytz;Unteriberg;Unteriberger, Unteribergerinnen
Uri;Unterschächen;Unterschächer, Unterschächerinnen
Appenzell Rhodes-Extérieures;Urnäsch;Urnäscher, Urnäscherinnen
Tessin;Vacallo;Vacallesi
Valais;Val-dIlliez;Val-dIlliens, Val-dIlliennes
Neuchâtel;Valangin;Valanginois, Valanginoises
Vaud;Valeyres-sous-Rances;Valeyriens, Valeyriennes
Vaud;Vallamand;Vallamandais, Vallamandaises
Vaud;Vallorbe;Vallorbiers, Vallorbières
Genève;Vanduvres;Vanduvriens, Vanduvriennes
Vaud;Vaulion;Vaulienis, Vaulienies
Fribourg;Vaulruz;Vaulruziens, Vaulruziennes
Neuchâtel;Vaumarcus;Ecureuils
Valais;Venthône;Venthôniards, Venthôniardes
Jura;Vermes;Vermais, Vermaises
Valais;Vernayaz;Planains
Genève;Vernier;Verniolans, Verniolanes
Valais;Vérossaz;Véroffiards, Véroffiardes
Genève;Versoix;Versoisiens, Versoisiennes
Valais;Vétroz;Vétrozains, Vétrozaines
Vaud;Vevey;Veveysans, Veveysannes
Valais;Vex;Bacounis
Valais;Veyras;Veyrassois, Veyrassoises
Genève;Veyrier;Veyrites
Vaud;Veytaux;Veytausiens, Veytausiennes
Vaud;Vich;Vichois, Vichoises
Jura;Vicques;Vicquois, Vicquoises
Valais;Viège;Viégeois, Viégeoises
Vaud;Villars-Bramard;Villars-Bramardois, Villars-Bramardoises
Vaud;Villars-le-Terroir;Villardiers, Villardières
Vaud;Villars-sous-Champvent;Villarsiens, Villarsiennes
Fribourg;Villars-sur-Glâne;Villarois, Villaroises
Fribourg;Villarsel-sur-Marly;Villarselois, Villarseloises
Vaud;Villeneuve;Villeneuvois, Villeneuvoises
Neuchâtel;Villiers;Puisoirs
Vaud;Vinzel;Vinzellois, Vinzelloises
Valais;Vionnaz;Vionnérouds, Vionnéroudes
Valais;Vissoie;Vissoyards, Vissoyardes
Valais;Vollèges;Vollégeards, Vollégeardes
Schwytz;Vorderthal;Vorderthaler, Vorderthalerinnen
Valais;Vouvry;Vouvryens, Vouvryennes
Fribourg;Vuadens;Vuadensois, Vuadensoises
Vaud;Vufflens-la-Ville;Vufflanais, Vufflanaises
Vaud;Vufflens-le-Château;Vufflanais, Vufflanaises
Vaud;Vugelles-La Mothe;Vugellois, Vugelloises
Vaud;Vuiteboeuf;Vuitebolards, Vuitebolardes
Vaud;Vulliens;Talènes
Zoug;Walchwil;Walchwiler, Walchwilerinnen
Appenzell Rhodes-Extérieures;Wald;Wälder, Wälderinnen
Appenzell Rhodes-Extérieures;Waldstatt;Waldstatter, Waldstatterinnen
Appenzell Rhodes-Extérieures;Walzenhausen;Walzenhausener, Walzenhauserinnen
Schwytz;Wangen;Wangener, Wangerinnen
Berne;Wangen an der Aare;Wangener, Wangenerinnen
Soleure;Wangen bei Olten;Wangener, Wangenerinnen
Uri;Wassen;Wasser, Wasserinnen
Lucerne;Weggis;Weggiser, Weggiserinnen
Lucerne;Werthenstein;Werthensteiner, Werthensteinerinnen
Argovie;Wettingen;Wettingenois, Wettingenoises
Argovie;Widen;Widener, Widenerinnen
Zurich;Winterthour;Winterthourois, Winterthouroises
Argovie;Wohlen;Wohlenois, Wohlenoises
Appenzell Rhodes-Extérieures;Wolfhalden;Wolfhaldener, Wolfhalderinnen
Schwytz;Wollerau;Wollerauer, Wollerauerinnen
Vaud;Yens;Fumas
Vaud;Yverdon-les-Bains;Yverdonnois, Yverdonnoises
Vaud;Yvonand;Tapa-Sabllia
Vaud;Yvorne;Vuargnérans, Vuargnéranes
Valais;Zermatt;Zermattois, Zermattoises
Zoug;Zoug;Zougois, Zougoises
Soleure;Zuchwil;Zuchwiler, Zuchwilerinnen
Argovie;Zufikon;Zufikoner, Zufikonerinnen
Zurich;Zurich;Zurichois, Zurichoises
Argovie;Zuzgen;Zuzger, Zuzgerinnen
